team,enemy,win,home,diff
SAS,MEM,0,0,-16.0
TOR,NYK,0,1,-17.0
GSW,ORL,0,0,-20.0
IND,CHI,0,0,-21.0
NYK,LAL,0,0,-22.0
SAS,ORL,0,0,-22.0
NOH,MEM,0,0,-22.0
GSW,MIA,0,1,-22.0
NYK,MIA,0,1,-22.0
DEN,IND,0,0,-31.0
BKN,GSW,1,1,41.0
MEM,ATL,1,0,39.0
BOS,NOP,1,1,35.0
IND,BKN,1,0,29.0
OKC,ATL,1,1,29.0
MIL,MIN,1,0,28.0
MIL,LAC,1,1,28.0
PHI,MIA,1,1,27.0
LAC,ORL,1,1,27.0
PHX,DAL,1,1,26.0
BOS,CHA,1,1,26.0
LAL,UTA,1,0,25.0
LAC,WAS,1,1,25.0
LAL,PHX,1,1,25.0
MIL,DET,1,0,24.0
BOS,MEM,1,1,24.0
NYK,POR,1,1,24.0
ORL,CHA,1,0,23.0
UTA,SAC,1,1,22.0
LAL,WAS,1,1,22.0
LAC,PHX,1,1,21.0
NOP,POR,1,1,21.0
MIL,PHI,1,1,21.0
MIA,ORL,1,1,21.0
MIL,POR,1,0,21.0
BOS,SAS,1,0,20.0
CHI,DET,1,1,20.0
DAL,PHI,1,0,19.0
CHI,NYK,1,1,18.0
PHI,DET,1,1,18.0
POR,OKC,1,1,17.0
TOR,PHX,1,1,17.0
MIL,CLE,1,1,17.0
LAL,MIN,1,1,17.0
PHI,WAS,1,1,17.0
BOS,CHA,1,0,17.0
TOR,BOS,1,0,16.0
BOS,TOR,1,0,16.0
UTA,MIA,1,1,15.0
TOR,LAL,1,1,15.0
DET,ORL,1,1,15.0
LAC,DAL,1,0,15.0
OKC,CLE,1,0,15.0
MIN,CLE,1,0,15.0
MIA,ATL,1,1,14.0
WAS,CHA,1,1,14.0
ORL,PHX,1,1,14.0
IND,SAC,1,1,14.0
ATL,PHX,1,1,13.0
LAC,DEN,1,0,13.0
BOS,CLE,1,1,12.0
PHI,MEM,1,1,12.0
BKN,ATL,1,0,12.0
DEN,PHX,1,1,12.0
BOS,ORL,1,0,11.0
GSW,NOP,1,0,11.0
MIL,TOR,1,0,11.0
LAL,NOP,1,1,10.0
ORL,ATL,1,0,10.0
LAL,SAS,1,0,10.0
LAC,PHX,1,0,10.0
SAS,LAC,1,1,10.0
MIN,UTA,1,0,10.0
PHX,MEM,1,0,9.0
HOU,IND,1,1,9.0
BKN,BOS,1,0,9.0
TOR,PHX,1,0,9.0
CHI,WAS,1,1,9.0
MIA,ATL,1,0,9.0
MIA,DET,1,1,9.0
HOU,LAC,1,1,9.0
UTA,MIN,1,0,8.0
NOP,MIN,1,0,8.0
TOR,NOP,1,1,8.0
MIA,CHI,1,0,8.0
TOR,BKN,1,1,8.0
TOR,POR,1,0,8.0
WAS,CHA,1,1,7.0
WAS,NYK,1,1,7.0
MIA,OKC,1,0,7.0
PHX,NOP,1,0,7.0
CHA,MIN,1,0,7.0
DAL,NOP,1,0,7.0
DEN,SAS,1,0,6.0
NOP,MIA,1,1,6.0
UTA,POR,1,1,6.0
PHX,GSW,1,1,6.0
CLE,MIA,1,1,6.0
PHI,BOS,1,0,6.0
OKC,GSW,1,1,6.0
IND,PHI,1,1,6.0
PHI,TOR,1,1,6.0
DET,DEN,1,1,5.0
NOP,CHA,1,0,5.0
ATL,NYK,1,1,5.0
SAC,MEM,1,1,5.0
LAL,OKC,1,1,5.0
MIN,NOP,1,0,5.0
POR,GSW,1,1,5.0
HOU,LAC,1,0,5.0
LAL,GSW,1,0,5.0
ORL,MEM,1,0,5.0
UTA,GSW,1,1,4.0
NYK,DAL,1,0,4.0
TOR,SAC,1,1,4.0
SAC,MIN,1,1,4.0
SAS,GSW,1,1,4.0
LAL,DEN,1,1,3.0
CHI,LAC,1,1,3.0
MIA,BKN,1,1,3.0
PHI,SAS,1,1,2.0
TOR,CHA,1,0,2.0
LAC,MEM,1,0,2.0
BKN,NYK,1,0,2.0
OKC,CHI,1,0,2.0
TOR,BKN,1,1,1.0
SAC,BOS,1,1,1.0
CHI,SAS,1,1,1.0
POR,PHX,1,0,1.0
SAS,ORL,1,1,1.0
MEM,BKN,1,1,1.0
MEM,LAL,0,1,-1.0
MIA,OKC,0,0,-1.0
IND,MIA,0,0,-1.0
BKN,POR,0,1,-1.0
WAS,CHI,0,1,-1.0
CLE,DET,0,1,-2.0
NYK,BOS,0,0,-2.0
ATL,TOR,0,1,-3.0
MIA,NYK,0,0,-3.0
PHI,POR,0,0,-3.0
BKN,MIA,0,1,-3.0
DAL,IND,0,1,-3.0
UTA,DEN,0,1,-3.0
OKC,LAC,0,0,-4.0
DAL,NYK,0,1,-4.0
MIA,TOR,0,1,-4.0
WAS,TOR,0,0,-4.0
NOP,SAS,0,1,-4.0
DAL,ATL,0,0,-4.0
CHI,POR,0,0,-4.0
NOP,OKC,0,1,-5.0
BOS,IND,0,0,-5.0
ATL,NYK,0,1,-5.0
NOP,MIN,0,1,-5.0
CHI,CLE,0,0,-6.0
CHI,LAL,0,1,-6.0
ORL,OKC,0,1,-6.0
MIN,HOU,0,0,-6.0
POR,PHX,0,1,-6.0
POR,CLE,0,0,-6.0
NOP,HOU,0,1,-6.0
MEM,CLE,0,0,-7.0
MIN,CHA,0,1,-7.0
LAC,PHI,0,0,-7.0
DAL,HOU,0,0,-7.0
UTA,SAS,0,0,-7.0
CHA,WAS,0,0,-7.0
SAC,CHA,0,1,-7.0
SAC,CHA,0,0,-8.0
PHI,OKC,0,0,-8.0
MIL,TOR,0,1,-8.0
CHI,PHX,0,1,-8.0
MIN,UTA,0,1,-8.0
ATL,MIL,0,1,-8.0
GSW,TOR,0,1,-8.0
CHA,PHI,0,0,-8.0
DAL,LAL,0,1,-9.0
MEM,TOR,0,0,-9.0
MIA,HOU,0,0,-9.0
DEN,POR,0,1,-10.0
WAS,UTA,0,0,-10.0
MIN,TOR,0,1,-10.0
HOU,MEM,0,0,-11.0
ORL,MIL,0,0,-11.0
BOS,PHI,0,0,-11.0
MIL,BOS,0,0,-11.0
NOP,MIL,0,1,-12.0
MIN,DEN,0,0,-12.0
DET,TOR,0,0,-12.0
SAC,MIL,0,0,-12.0
CHA,MIL,0,1,-13.0
CHI,MIL,0,0,-13.0
CLE,OKC,0,1,-15.0
CHA,LAC,0,0,-15.0
CHI,NOP,0,0,-15.0
NOP,SAC,0,0,-15.0
SAC,LAL,0,1,-16.0
DEN,DAL,0,0,-16.0
WAS,LAC,0,1,-16.0
WAS,MEM,0,0,-17.0
HOU,SAS,0,0,-18.0
MIA,BOS,0,0,-19.0
SAS,BOS,0,1,-20.0
WAS,MIL,0,0,-20.0
ORL,POR,0,1,-23.0
CLE,LAC,0,0,-25.0
UTA,LAL,0,1,-25.0
ORL,LAC,0,0,-27.0
HOU,MIA,0,0,-29.0
NOP,BOS,0,0,-35.0
NYK,DEN,1,1,38.0
MIA,CLE,1,1,37.0
OKC,SAS,1,1,36.0
DAL,OKC,1,1,35.0
BOS,SAS,1,0,33.0
LAL,ATL,1,1,31.0
TOR,WAS,1,0,30.0
SAC,BKN,1,0,30.0
GSW,NOP,1,0,28.0
SAS,DET,1,1,28.0
NOP,IND,1,1,27.0
LAC,PHX,1,1,27.0
HOU,SAC,1,1,25.0
BKN,MEM,1,0,25.0
DEN,MEM,1,1,25.0
MIN,MEM,1,0,24.0
NYK,CHA,1,1,24.0
HOU,DET,1,1,23.0
CHA,ATL,1,1,23.0
BOS,TOR,1,1,23.0
CLE,BKN,1,0,23.0
NYK,CHA,1,1,22.0
MIN,MEM,1,0,22.0
BOS,POR,1,0,22.0
LAL,CHA,1,1,21.0
DEN,SAC,1,1,21.0
MIN,NOP,1,1,21.0
PHI,SAC,1,1,19.0
NOP,CLE,1,0,19.0
TOR,MIL,1,1,19.0
DAL,MIA,1,0,19.0
DEN,CHA,1,1,18.0
MIL,ORL,1,1,18.0
DEN,NOP,1,1,18.0
ATL,MIL,1,0,17.0
LAC,NOP,1,0,16.0
SAC,LAC,1,0,16.0
MIL,CHI,1,0,16.0
NYK,CHI,1,1,16.0
TOR,GSW,1,0,15.0
DAL,ORL,1,0,15.0
HOU,CLE,1,1,14.0
BOS,NYK,1,0,14.0
IND,OKC,1,1,14.0
NYK,PHI,1,0,14.0
PHX,NOP,1,0,14.0
LAC,UTA,1,0,14.0
HOU,ORL,1,1,12.0
CLE,MEM,1,1,12.0
LAL,BKN,1,0,12.0
BOS,NOP,1,0,12.0
BKN,ATL,1,1,12.0
IND,GSW,1,0,12.0
NYK,BKN,1,1,12.0
IND,CLE,1,0,12.0
MIA,CHA,1,1,11.0
DAL,TOR,1,0,11.0
DAL,HOU,1,1,11.0
MIN,LAL,1,0,10.0
BOS,BKN,1,0,10.0
BOS,PHX,1,0,10.0
PHX,DEN,1,0,10.0
CHA,ORL,1,1,9.0
BOS,DAL,1,0,9.0
MIA,ORL,1,0,9.0
MIL,CHI,1,1,9.0
PHI,HOU,1,1,9.0
LAC,MEM,1,0,9.0
HOU,OKC,1,1,9.0
BOS,BKN,1,0,8.0
MEM,HOU,1,1,8.0
SAC,CHI,1,0,8.0
DET,CHA,1,1,7.0
DAL,MIN,1,1,7.0
PHX,TOR,1,1,7.0
ATL,MEM,1,0,7.0
OKC,NOP,1,0,7.0
BKN,LAC,1,1,7.0
MIN,DET,1,0,7.0
MIA,HOU,1,1,7.0
MIL,LAC,1,1,7.0
DAL,SAS,1,0,7.0
MIA,BKN,1,1,7.0
WAS,BKN,1,1,6.0
LAC,TOR,1,1,6.0
POR,HOU,1,0,6.0
CHI,SAS,1,0,6.0
HOU,OKC,1,0,6.0
GSW,LAC,1,1,6.0
PHI,DEN,1,1,5.0
DAL,BKN,1,1,5.0
IND,CLE,1,1,5.0
UTA,NOP,1,1,5.0
GSW,DAL,1,1,4.0
BKN,PHX,1,0,4.0
MIL,CHI,1,1,4.0
HOU,PHX,1,1,4.0
DAL,SAC,1,0,4.0
IND,HOU,1,1,3.0
SAC,ORL,1,1,3.0
TOR,ATL,1,0,2.0
MIA,CHA,1,0,2.0
SAC,ORL,1,0,2.0
NYK,DET,1,1,2.0
SAS,DEN,1,1,1.0
ATL,ORL,1,0,1.0
ATL,MIA,1,0,1.0
MEM,ORL,1,1,1.0
SAC,GSW,1,1,1.0
ATL,BOS,1,1,1.0
TOR,ATL,0,0,-1.0
BOS,CLE,0,0,-1.0
UTA,CHI,0,1,-2.0
BKN,POR,0,0,-2.0
BKN,ATL,0,0,-2.0
LAL,DAL,0,0,-2.0
OKC,GSW,0,1,-2.0
GSW,DEN,0,1,-3.0
PHX,LAL,0,1,-3.0
HOU,TOR,0,0,-3.0
CLE,MIA,0,1,-3.0
WAS,MIL,0,0,-3.0
BOS,PHI,0,0,-3.0
UTA,PHX,0,1,-3.0
CHI,MIL,0,0,-4.0
BKN,MEM,0,1,-4.0
SAS,CHA,0,0,-4.0
BOS,OKC,0,0,-4.0
SAC,DAL,0,1,-4.0
DAL,GSW,0,0,-4.0
MIL,LAL,0,1,-4.0
DEN,ORL,0,0,-5.0
DEN,OKC,0,0,-5.0
LAL,SAC,0,0,-5.0
SAC,IND,0,1,-5.0
SAC,NOP,0,0,-5.0
BKN,NYK,0,1,-5.0
SAS,LAL,0,0,-5.0
MEM,TOR,0,1,-5.0
ATL,IND,0,1,-5.0
ATL,DAL,0,1,-5.0
CLE,PHX,0,1,-6.0
DET,NYK,0,0,-6.0
CHA,MIA,0,1,-6.0
PHI,ATL,0,1,-6.0
CHA,DET,0,0,-7.0
MEM,POR,0,1,-7.0
OKC,LAL,0,0,-7.0
ATL,SAC,0,1,-7.0
IND,ORL,0,1,-7.0
MIA,CHI,0,1,-8.0
ATL,CLE,0,0,-8.0
UTA,GSW,0,0,-8.0
WAS,OKC,0,1,-8.0
BKN,BOS,0,1,-8.0
MIA,OKC,0,1,-8.0
PHX,LAC,0,1,-9.0
SAS,SAC,0,1,-9.0
PHX,DAL,0,0,-10.0
DEN,PHX,0,1,-10.0
DAL,NOP,0,1,-10.0
LAL,SAC,0,1,-10.0
LAL,PHX,0,0,-10.0
NYK,BOS,0,0,-10.0
GSW,MIL,0,0,-11.0
ATL,MIL,0,0,-11.0
DET,BKN,0,0,-11.0
OKC,LAL,0,0,-12.0
MIA,CLE,0,1,-12.0
DET,OKC,0,0,-12.0
SAS,MEM,0,1,-12.0
SAC,DET,0,1,-13.0
POR,LAC,0,1,-13.0
IND,WAS,0,0,-14.0
BKN,BOS,0,0,-14.0
MIL,UTA,0,0,-15.0
UTA,BOS,0,1,-16.0
NYK,BOS,0,0,-16.0
NOP,LAL,0,1,-16.0
BKN,NYK,0,1,-19.0
CHA,LAL,0,0,-21.0
HOU,NOP,0,0,-22.0
WAS,HOU,0,1,-23.0
MEM,MIN,0,1,-24.0
DET,LAL,0,1,-26.0
CHA,BOS,0,0,-33.0
SAC,NOP,0,1,-33.0
SAS,NOP,0,1,-36.0
ATL,PHI,1,0,38.0
HOU,SAC,1,1,35.0
CHI,NYK,1,1,27.0
PHI,POR,1,1,25.0
BOS,BKN,1,1,25.0
SAS,ATL,1,0,25.0
SAS,MIN,1,0,25.0
TOR,PHI,1,1,24.0
CLE,OKC,1,0,23.0
CHI,PHI,1,0,23.0
MIA,CHI,1,0,22.0
ATL,PHI,1,1,21.0
PHX,NOP,1,0,21.0
CHA,PHI,1,0,20.0
BOS,DEN,1,0,20.0
SAS,MEM,1,0,20.0
MEM,MIL,1,1,20.0
IND,PHX,1,1,19.0
BOS,ORL,1,1,19.0
DEN,TOR,1,1,19.0
UTA,BOS,1,1,18.0
POR,LAL,1,1,18.0
LAL,MIL,1,1,18.0
CLE,BOS,1,1,17.0
BKN,PHI,1,1,17.0
MEM,WAS,1,1,17.0
POR,MIA,1,1,17.0
IND,PHI,1,1,16.0
DAL,PHX,1,0,16.0
IND,TOR,1,1,16.0
UTA,PHX,1,0,15.0
CHA,DET,1,1,15.0
ATL,CHI,1,1,15.0
LAC,DEN,1,1,15.0
BOS,PHI,1,0,15.0
NOP,MIN,1,1,15.0
ORL,PHI,1,1,14.0
NOP,MIN,1,0,14.0
MIN,BKN,1,1,14.0
HOU,POR,1,0,14.0
UTA,MIN,1,1,13.0
TOR,IND,1,1,13.0
ATL,LAL,1,1,13.0
DEN,MIN,1,0,12.0
DET,PHI,1,0,12.0
GSW,CHI,1,1,12.0
ORL,MEM,1,1,12.0
DET,BKN,1,1,12.0
SAC,MIL,1,0,11.0
DEN,LAL,1,0,11.0
ATL,NYK,1,0,11.0
OKC,BKN,1,1,11.0
NOP,UTA,1,0,10.0
CHI,MIL,1,1,10.0
ATL,LAC,1,0,10.0
CHA,TOR,1,1,10.0
DAL,MIL,1,1,10.0
LAC,LAL,1,0,10.0
NOP,SAC,1,1,9.0
TOR,MIN,1,1,9.0
CLE,MIL,1,1,9.0
DAL,MEM,1,1,9.0
UTA,DEN,1,1,9.0
ORL,UTA,1,1,9.0
NYK,CHA,1,1,8.0
SAS,LAC,1,1,8.0
POR,BKN,1,1,8.0
NOP,LAL,1,1,8.0
CHA,BKN,1,0,8.0
ORL,NYK,1,0,8.0
ATL,NOP,1,1,8.0
SAC,UTA,1,1,8.0
BOS,NOP,1,1,7.0
SAS,PHX,1,0,7.0
PHX,MIN,1,1,7.0
POR,WAS,1,1,7.0
WAS,PHX,1,0,7.0
MIA,ORL,1,0,7.0
ATL,OKC,1,1,6.0
LAC,NOP,1,0,6.0
MIN,MEM,1,0,6.0
CHA,CHI,1,0,6.0
POR,DEN,1,0,6.0
GSW,SAS,1,0,6.0
SAC,TOR,1,1,6.0
NOP,PHX,1,0,6.0
ATL,POR,1,0,6.0
POR,MEM,1,0,6.0
ATL,IND,1,1,6.0
CLE,PHI,1,1,6.0
POR,MIN,1,0,6.0
SAC,DEN,1,1,6.0
IND,MIL,1,0,5.0
CHI,NOP,1,0,5.0
DET,BKN,1,0,5.0
ORL,BOS,1,1,5.0
CHA,BKN,1,0,5.0
PHI,BKN,1,1,5.0
DET,BOS,1,0,5.0
TOR,BKN,1,1,5.0
OKC,IND,1,0,4.0
POR,SAC,1,0,4.0
GSW,LAC,1,1,4.0
DET,CHI,1,0,4.0
IND,MIN,1,1,4.0
CHA,ORL,1,0,4.0
PHX,ATL,1,1,3.0
GSW,DEN,1,1,3.0
UTA,HOU,1,1,3.0
DEN,IND,1,1,3.0
OKC,MIN,1,0,3.0
WAS,PHX,1,1,3.0
OKC,LAC,1,1,2.0
DAL,HOU,1,1,2.0
CHI,IND,1,0,2.0
GSW,MEM,1,0,1.0
CLE,DAL,1,1,1.0
BKN,DAL,0,1,-1.0
BOS,MIL,0,0,-1.0
MIL,DEN,0,0,-1.0
ATL,LAC,0,1,-2.0
BOS,MIN,0,0,-2.0
NOP,MIN,0,1,-2.0
BOS,IND,0,0,-2.0
GSW,DEN,0,0,-2.0
ORL,OKC,0,0,-3.0
PHI,GSW,0,1,-3.0
PHX,BKN,0,0,-3.0
LAC,CHI,0,0,-3.0
PHI,POR,0,0,-3.0
CHA,MIA,0,1,-3.0
DAL,OKC,0,1,-3.0
BOS,DET,0,0,-3.0
PHX,WAS,0,0,-3.0
DAL,OKC,0,0,-3.0
DEN,SAC,0,1,-4.0
UTA,CLE,0,0,-4.0
LAL,SAS,0,0,-4.0
LAC,NOP,0,0,-4.0
POR,DEN,0,0,-4.0
CLE,SAS,0,0,-4.0
NOP,POR,0,1,-5.0
PHI,MIN,0,0,-5.0
OKC,LAC,0,0,-5.0
PHI,MIA,0,0,-5.0
OKC,HOU,0,0,-5.0
OKC,POR,0,0,-5.0
UTA,LAC,0,1,-5.0
TOR,MIN,0,0,-5.0
ORL,MEM,0,0,-6.0
PHI,NYK,0,0,-6.0
DEN,NOP,0,0,-6.0
PHI,CLE,0,0,-6.0
NYK,MEM,0,1,-6.0
MIA,BKN,0,1,-6.0
CLE,NOP,0,0,-6.0
NOP,ATL,0,1,-6.0
LAL,SAS,0,1,-6.0
PHX,NOP,0,1,-6.0
BKN,TOR,0,1,-7.0
POR,TOR,0,1,-7.0
DAL,NOP,0,1,-7.0
PHX,PHI,0,1,-7.0
SAC,HOU,0,0,-7.0
POR,SAS,0,0,-8.0
PHI,WAS,0,0,-8.0
BOS,ATL,0,1,-8.0
LAC,SAS,0,0,-8.0
MIL,OKC,0,0,-8.0
CHA,WAS,0,0,-8.0
OKC,MEM,0,0,-8.0
PHX,DET,0,1,-8.0
NYK,NOP,0,0,-8.0
PHI,ORL,0,1,-9.0
CLE,CHA,0,0,-9.0
CLE,BKN,0,0,-9.0
PHI,CHA,0,0,-9.0
CLE,UTA,0,0,-9.0
BKN,WAS,0,1,-9.0
HOU,MEM,0,1,-9.0
SAC,NOP,0,0,-9.0
NOP,CHA,0,0,-9.0
SAC,BOS,0,0,-9.0
MEM,PHX,0,1,-9.0
CHA,TOR,0,0,-10.0
UTA,TOR,0,0,-10.0
ATL,GSW,0,1,-10.0
NYK,WAS,0,0,-10.0
LAL,DAL,0,1,-10.0
LAL,DEN,0,1,-11.0
CHA,DAL,0,1,-11.0
NYK,BKN,0,0,-11.0
DET,DEN,0,1,-11.0
CHA,CLE,0,0,-11.0
NYK,IND,0,0,-12.0
DET,NYK,0,0,-12.0
OKC,SAC,0,1,-12.0
PHI,GSW,0,0,-12.0
ORL,IND,0,0,-13.0
TOR,DET,0,0,-13.0
ATL,OKC,0,0,-13.0
NYK,CHA,0,1,-14.0
PHI,DET,0,1,-14.0
BKN,CHA,0,0,-14.0
ORL,CLE,0,0,-14.0
PHX,BOS,0,0,-14.0
PHI,OKC,0,1,-14.0
WAS,CHA,0,0,-14.0
UTA,MIN,0,0,-14.0
NOP,MEM,0,1,-15.0
TOR,IND,0,0,-16.0
ORL,GSW,0,1,-16.0
BOS,CLE,0,0,-17.0
CHI,CHA,0,0,-17.0
GSW,DET,0,0,-18.0
CHA,POR,0,0,-18.0
PHX,GSW,0,1,-19.0
SAC,GSW,0,0,-19.0
DET,CHA,0,0,-20.0
PHI,TOR,0,0,-20.0
HOU,MIA,0,0,-20.0
CLE,MIA,0,0,-21.0
DEN,OKC,0,1,-22.0
PHX,SAC,0,0,-23.0
LAC,CLE,0,1,-24.0
MIL,WAS,0,0,-29.0
LAL,HOU,0,0,-29.0
DEN,ATL,1,1,45.0
GSW,IND,1,0,32.0
ORL,NOP,1,0,30.0
BKN,SAC,1,1,29.0
BOS,NYK,1,1,28.0
OKC,GSW,1,0,28.0
LAL,GSW,1,0,26.0
SAS,PHX,1,1,25.0
LAC,BOS,1,1,25.0
LAC,ORL,1,0,25.0
WAS,CLE,1,1,24.0
CLE,CHA,1,1,24.0
MIA,PHI,1,1,23.0
GSW,IND,1,1,23.0
MIA,NYK,1,1,23.0
TOR,NOP,1,0,23.0
MIA,LAC,1,0,23.0
CLE,ATL,1,1,22.0
UTA,POR,1,1,21.0
UTA,MIN,1,1,20.0
SAC,CLE,1,0,19.0
DET,CHI,1,1,19.0
OKC,SAC,1,0,19.0
WAS,LAL,1,1,18.0
TOR,ATL,1,0,18.0
SAS,TOR,1,1,18.0
MIA,CHA,1,1,18.0
BOS,ATL,1,0,18.0
OKC,PHX,1,1,17.0
DET,NYK,1,1,17.0
WAS,PHI,1,1,17.0
PHI,UTA,1,0,17.0
GSW,ATL,1,0,17.0
GSW,MIN,1,1,17.0
OKC,LAL,1,1,16.0
GSW,MEM,1,1,16.0
LAL,CHI,1,0,16.0
BOS,CHA,1,1,16.0
UTA,BKN,1,1,16.0
DEN,LAL,1,0,16.0
SAC,DAL,1,1,16.0
HOU,PHI,1,1,16.0
UTA,CLE,1,1,16.0
ORL,ATL,1,0,16.0
CHA,SAS,1,0,15.0
UTA,DAL,1,1,15.0
MIL,PHI,1,1,15.0
SAC,SAS,1,1,15.0
GSW,DEN,1,1,14.0
ORL,NYK,1,1,14.0
MEM,ATL,1,1,14.0
MIA,CHI,1,0,14.0
BOS,NYK,1,0,14.0
TOR,UTA,1,0,13.0
CLE,PHX,1,1,13.0
SAS,LAL,1,1,13.0
CHA,WAS,1,1,13.0
CHA,MIA,1,1,12.0
MEM,WAS,1,1,12.0
TOR,BOS,1,1,12.0
CHA,ATL,1,1,11.0
DET,CLE,1,1,11.0
OKC,ORL,1,1,10.0
HOU,DEN,1,0,10.0
MEM,UTA,1,0,10.0
MIL,DET,1,0,10.0
PHX,CLE,1,1,9.0
BOS,ATL,1,1,9.0
CHA,SAS,1,1,9.0
PHI,LAC,1,1,9.0
POR,LAL,1,1,9.0
MEM,POR,1,1,9.0
DEN,OKC,1,1,9.0
BKN,MEM,1,0,9.0
ORL,WAS,1,1,9.0
HOU,MEM,1,0,8.0
OKC,IND,1,1,8.0
WAS,ORL,1,1,8.0
POR,IND,1,1,8.0
IND,ATL,1,0,8.0
HOU,CHI,1,0,8.0
BOS,BKN,1,1,8.0
UTA,BOS,1,1,8.0
DEN,BOS,1,1,8.0
HOU,PHX,1,0,8.0
MIL,NOP,1,1,8.0
POR,PHX,1,1,7.0
WAS,LAC,1,1,7.0
BKN,BOS,1,1,7.0
GSW,UTA,1,1,7.0
GSW,DET,1,1,7.0
POR,TOR,1,1,6.0
UTA,SAC,1,0,6.0
GSW,ORL,1,1,6.0
CHA,DEN,1,1,6.0
LAL,SAC,1,1,5.0
OKC,HOU,1,0,5.0
DET,MIA,1,1,5.0
HOU,CHA,1,0,5.0
BOS,OKC,1,1,5.0
ATL,MIA,1,1,5.0
DET,NOP,1,0,4.0
SAS,DAL,1,0,4.0
WAS,CHA,1,1,4.0
DAL,MIN,1,0,4.0
UTA,MIN,1,1,4.0
WAS,NYK,1,0,3.0
CHA,MIL,1,1,3.0
CLE,CHI,1,0,3.0
BOS,PHI,1,0,3.0
WAS,PHX,1,1,3.0
PHX,MIA,1,0,3.0
HOU,DET,1,1,2.0
TOR,MIA,1,0,2.0
CHA,TOR,1,1,2.0
BOS,IND,1,1,2.0
TOR,WAS,1,0,2.0
PHX,ORL,1,0,2.0
OKC,BKN,1,0,2.0
GSW,MIA,1,1,2.0
MIA,UTA,1,1,2.0
BOS,SAC,1,0,2.0
MEM,HOU,1,1,1.0
SAC,IND,1,1,1.0
SAS,MEM,1,0,1.0
POR,GSW,1,0,1.0
DEN,MIN,1,0,1.0
ATL,LAL,0,0,-1.0
DAL,LAL,0,0,-1.0
GSW,POR,0,1,-1.0
DET,CHA,0,0,-1.0
PHX,SAS,0,0,-2.0
SAS,PHI,0,0,-2.0
SAC,BOS,0,1,-2.0
MIA,ATL,0,1,-2.0
CHI,IND,0,1,-2.0
UTA,MIN,0,0,-3.0
NOP,LAC,0,1,-3.0
MIN,DEN,0,0,-4.0
WAS,TOR,0,1,-4.0
UTA,LAL,0,0,-4.0
CHA,WAS,0,0,-4.0
OKC,NOP,0,0,-4.0
NYK,POR,0,1,-4.0
LAL,SAS,0,0,-4.0
CLE,LAL,0,1,-4.0
SAC,DEN,0,1,-4.0
PHX,PHI,0,0,-5.0
MIL,CLE,0,0,-5.0
DEN,BKN,0,0,-5.0
NYK,IND,0,0,-5.0
LAL,BKN,0,0,-5.0
NOP,MIA,0,1,-6.0
WAS,CHA,0,1,-6.0
CHI,DAL,0,0,-6.0
LAC,OKC,0,0,-6.0
GSW,SAS,0,0,-6.0
CLE,PHI,0,0,-7.0
SAS,MIA,0,0,-7.0
TOR,OKC,0,1,-7.0
SAC,LAL,0,0,-7.0
DEN,POR,0,0,-7.0
ATL,SAS,0,1,-7.0
MIL,WAS,0,0,-7.0
WAS,IND,0,1,-7.0
ATL,IND,0,0,-8.0
WAS,ATL,0,0,-8.0
MIA,TOR,0,0,-8.0
PHX,ATL,0,0,-8.0
BKN,BOS,0,0,-8.0
BKN,LAC,0,1,-8.0
ORL,PHI,0,0,-8.0
CLE,IND,0,1,-8.0
IND,OKC,0,0,-8.0
DET,BOS,0,0,-8.0
UTA,OKC,0,1,-9.0
SAS,CHA,0,0,-9.0
HOU,POR,0,0,-9.0
OKC,TOR,0,1,-9.0
WAS,POR,0,1,-10.0
MIA,PHI,0,1,-10.0
MIA,SAC,0,1,-10.0
LAL,MIL,0,1,-11.0
PHX,DAL,0,0,-11.0
NYK,CHA,0,1,-12.0
BKN,OKC,0,0,-12.0
CLE,MIL,0,1,-12.0
ORL,UTA,0,0,-13.0
SAS,POR,0,0,-13.0
CLE,POR,0,1,-13.0
SAC,DEN,0,0,-14.0
PHX,POR,0,1,-14.0
GSW,MEM,0,0,-15.0
ATL,ORL,0,1,-16.0
DAL,UTA,0,0,-16.0
TOR,NOP,0,1,-16.0
MIA,LAL,0,1,-16.0
ORL,SAC,0,0,-16.0
DAL,HOU,0,0,-16.0
NYK,MIL,0,0,-16.0
MIN,GSW,0,0,-17.0
CHI,MIL,0,0,-19.0
BKN,CHI,0,1,-19.0
SAC,OKC,0,1,-19.0
HOU,DAL,0,1,-20.0
MIN,TOR,0,1,-20.0
CLE,BOS,0,0,-20.0
WAS,NOP,0,0,-21.0
NYK,UTA,0,1,-21.0
OKC,GSW,0,1,-22.0
GSW,POR,0,0,-22.0
CLE,MIA,0,0,-24.0
PHX,LAL,0,0,-24.0
CLE,MIA,0,1,-25.0
NYK,GSW,0,1,-28.0
CHA,POR,0,0,-31.0
CHA,BOS,0,0,-32.0
CLE,DET,0,1,-36.0
POR,CHA,1,1,44.0
DAL,SAC,1,1,39.0
MIA,CHA,1,1,39.0
POR,PHX,1,1,38.0
NYK,CHA,1,0,33.0
CHI,ORL,1,0,26.0
PHX,POR,1,1,25.0
MIA,TOR,1,1,24.0
PHX,MIN,1,0,24.0
BOS,PHI,1,1,24.0
MIA,DET,1,1,23.0
ATL,TOR,1,0,23.0
SAS,LAL,1,0,21.0
IND,MIL,1,0,21.0
WAS,PHI,1,1,21.0
MIA,PHI,1,1,21.0
