team,enemy,win,home,diff
PHI,DET,1,1,10.0
BKN,NYK,1,1,10.0
UTA,BKN,1,0,10.0
MIN,BKN,1,0,10.0
SAC,DET,1,1,10.0
BOS,MIA,1,0,10.0
MIL,IND,1,0,9.0
POR,HOU,1,1,9.0
OKC,ORL,1,0,9.0
MIA,OKC,1,0,9.0
MEM,UTA,1,0,8.0
MEM,ORL,1,1,8.0
DET,CHI,1,0,8.0
PHX,MIN,1,1,8.0
LAC,OKC,1,1,8.0
MIA,NYK,1,0,8.0
UTA,MEM,1,0,8.0
MIL,ATL,1,1,8.0
MIA,CHA,1,0,7.0
BOS,CLE,1,0,7.0
ORL,HOU,1,1,7.0
CHA,MIN,1,1,7.0
SAC,DAL,1,0,7.0
POR,DEN,1,1,7.0
HOU,POR,1,1,7.0
BOS,TOR,1,1,7.0
DEN,NOP,1,0,6.0
DEN,MEM,1,1,6.0
BOS,SAC,1,1,6.0
TOR,CHI,1,1,6.0
PHI,DET,1,0,6.0
MIA,CLE,1,0,6.0
MIA,WAS,1,1,6.0
OKC,LAC,1,1,6.0
SAC,MIA,1,1,6.0
SAS,NOP,1,1,5.0
SAS,DAL,1,1,5.0
NOP,HOU,1,0,5.0
MEM,LAL,1,1,5.0
POR,SAC,1,0,5.0
NOP,MIN,1,1,5.0
LAL,CLE,1,0,4.0
DET,DAL,1,1,4.0
IND,TOR,1,1,4.0
OKC,MEM,1,1,4.0
DEN,MIA,1,0,4.0
MEM,IND,1,1,3.0
BOS,DET,1,1,3.0
NOP,SAC,1,1,3.0
WAS,PHX,1,0,3.0
NOP,UTA,1,0,3.0
DEN,POR,1,1,3.0
IND,CHI,1,0,3.0
MIL,DET,1,0,3.0
TOR,BKN,1,1,2.0
PHX,MIL,1,0,2.0
TOR,ORL,1,0,2.0
BOS,NYK,1,0,2.0
MIA,HOU,1,1,2.0
NOP,BKN,1,1,2.0
PHX,NOP,1,0,2.0
MIA,ATL,1,1,1.0
CHA,DET,1,1,1.0
OKC,UTA,1,0,1.0
POR,DAL,0,0,-1.0
WAS,CHA,0,0,-1.0
DAL,HOU,0,1,-1.0
PHX,TOR,0,0,-2.0
OKC,MIN,0,1,-2.0
CHA,PHI,0,0,-2.0
NYK,BKN,0,0,-2.0
SAC,BKN,0,1,-2.0
MIN,MEM,0,0,-2.0
MIN,DEN,0,1,-2.0
NOP,IND,0,1,-2.0
OKC,DAL,0,0,-2.0
TOR,CHA,0,0,-2.0
POR,OKC,0,1,-2.0
MEM,CHI,0,1,-2.0
BOS,ORL,0,1,-3.0
MIA,PHX,0,1,-3.0
GSW,DAL,0,0,-3.0
PHI,BOS,0,1,-3.0
MIA,ORL,0,0,-3.0
MEM,DEN,0,1,-3.0
MIL,MEM,0,1,-3.0
IND,TOR,0,0,-3.0
CHI,CLE,0,1,-3.0
IND,MEM,0,0,-3.0
MIL,BOS,0,0,-4.0
LAC,DAL,0,0,-4.0
NOP,HOU,0,1,-4.0
DAL,NOP,0,1,-4.0
CHA,PHI,0,1,-4.0
OKC,HOU,0,0,-4.0
MEM,MIA,0,0,-4.0
PHX,LAC,0,1,-4.0
WAS,MIA,0,1,-5.0
MEM,LAC,0,0,-5.0
MIN,NOP,0,0,-5.0
SAS,LAC,0,0,-5.0
BOS,CHA,0,0,-5.0
LAC,DET,0,1,-5.0
IND,ORL,0,1,-5.0
LAL,BKN,0,1,-5.0
CHI,BKN,0,0,-5.0
DAL,PHI,0,0,-6.0
NOP,OKC,0,0,-6.0
CHA,DAL,0,0,-6.0
SAC,WAS,0,0,-6.0
MEM,LAC,0,1,-6.0
MEM,DEN,0,0,-6.0
UTA,TOR,0,0,-6.0
MIN,DET,0,1,-6.0
MIL,MIA,0,0,-7.0
PHX,POR,0,0,-7.0
GSW,ORL,0,0,-7.0
NOP,MIN,0,0,-7.0
CHI,CHA,0,0,-7.0
MEM,POR,0,0,-7.0
SAC,MIN,0,0,-7.0
HOU,SAS,0,0,-7.0
CLE,BOS,0,1,-7.0
ORL,DET,0,1,-7.0
CHI,LAL,0,0,-7.0
NYK,DET,0,0,-7.0
OKC,DEN,0,1,-7.0
MIA,IND,0,1,-7.0
DAL,SAC,0,1,-7.0
DEN,ATL,0,0,-8.0
CLE,MEM,0,0,-8.0
MEM,CHA,0,0,-8.0
NYK,MIA,0,1,-8.0
BOS,DEN,0,0,-8.0
DEN,NOP,0,1,-8.0
DET,NOP,0,1,-8.0
CHA,UTA,0,1,-8.0
POR,OKC,0,1,-8.0
BOS,DET,0,0,-9.0
CHI,NOP,0,0,-9.0
SAC,PHI,0,0,-9.0
POR,MEM,0,0,-9.0
MIN,BOS,0,1,-9.0
LAC,PHI,0,0,-9.0
MIN,NOP,0,0,-9.0
DAL,UTA,0,1,-9.0
WAS,CHI,0,1,-9.0
PHX,SAC,0,0,-9.0
CLE,OKC,0,1,-9.0
NOP,GSW,0,1,-9.0
CLE,BOS,0,1,-10.0
POR,GSW,0,1,-10.0
MIN,GSW,0,1,-10.0
SAC,IND,0,0,-10.0
PHX,LAC,0,1,-10.0
NOP,UTA,0,1,-10.0
ORL,LAC,0,0,-10.0
MIN,LAC,0,1,-11.0
MIN,SAC,0,0,-11.0
BOS,LAC,0,1,-11.0
NYK,LAC,0,1,-11.0
WAS,DET,0,0,-11.0
CHI,MIL,0,1,-11.0
MEM,CHA,0,1,-11.0
LAC,SAS,0,1,-11.0
OKC,SAC,0,1,-11.0
DET,SAS,0,1,-12.0
TOR,HOU,0,1,-12.0
CHI,POR,0,0,-12.0
PHI,IND,0,1,-12.0
DAL,IND,0,0,-12.0
UTA,SAS,0,0,-13.0
CHI,MIL,0,1,-13.0
NYK,DET,0,1,-13.0
NYK,BOS,0,1,-14.0
DET,PHI,0,0,-14.0
PHI,POR,0,1,-15.0
LAL,UTA,0,0,-15.0
TOR,MIL,0,0,-15.0
NYK,PHI,0,1,-15.0
SAS,SAC,0,0,-15.0
OKC,DAL,0,0,-15.0
OKC,ATL,0,0,-16.0
PHX,OKC,0,1,-16.0
MEM,GSW,0,0,-16.0
MIA,DEN,0,0,-16.0
CLE,TOR,0,0,-16.0
WAS,IND,0,0,-16.0
CHI,PHI,0,0,-16.0
CLE,OKC,0,0,-17.0
WAS,SAS,0,1,-17.0
ORL,MIN,0,0,-17.0
IND,WAS,0,0,-18.0
NYK,PHX,0,1,-18.0
WAS,TOR,0,0,-18.0
NYK,DEN,0,1,-18.0
ATL,ORL,0,1,-19.0
MEM,NOP,0,1,-20.0
PHX,GSW,0,0,-20.0
ATL,POR,0,1,-20.0
NOP,UTA,0,1,-21.0
PHX,MEM,0,0,-21.0
CHA,TOR,0,0,-21.0
SAC,UTA,0,1,-21.0
LAC,POR,0,1,-21.0
DEN,LAC,0,0,-21.0
POR,UTA,0,0,-21.0
PHX,BKN,0,1,-22.0
CHI,TOR,0,1,-23.0
DET,MIL,0,0,-23.0
PHX,GSW,0,1,-23.0
CHI,DET,0,0,-23.0
WAS,OKC,0,1,-23.0
IND,PHI,0,1,-24.0
NYK,DET,0,1,-26.0
GSW,LAL,0,1,-26.0
DEN,DET,0,0,-26.0
IND,BOS,0,0,-27.0
CLE,HOU,0,0,-28.0
POR,GSW,0,0,-28.0
BKN,MIA,0,0,-29.0
DET,IND,0,0,-37.0
CHI,GSW,0,0,-37.0
POR,MIL,0,0,-43.0
ATL,DEN,0,0,-45.0
UTA,LAC,1,1,29.0
DEN,SAC,1,1,27.0
SAC,CHA,1,0,26.0
CHI,DET,1,1,24.0
POR,SAC,1,1,22.0
TOR,NJN,1,0,21.0
WAS,CHA,1,1,17.0
PHX,NOH,1,1,17.0
TOR,WAS,1,1,17.0
MEM,CHI,1,1,16.0
CHI,WAS,1,1,14.0
PHI,UTA,1,1,13.0
NOH,MEM,1,1,13.0
PHI,BOS,1,1,13.0
UTA,NJN,1,1,13.0
UTA,MIL,1,1,12.0
MIA,ORL,1,1,12.0
BOS,WAS,1,1,12.0
MIN,DET,1,0,11.0
TOR,MIN,1,1,10.0
DAL,GSW,1,1,10.0
TOR,DET,1,1,10.0
CLE,WAS,1,0,9.0
PHX,MIN,1,1,9.0
WAS,ORL,1,1,8.0
UTA,CLE,1,1,8.0
GSW,DET,1,0,8.0
DET,ORL,1,1,7.0
LAL,GSW,1,1,7.0
BOS,MIL,1,1,6.0
NOH,UTA,1,1,6.0
NOH,MIN,1,0,6.0
MIA,PHI,1,1,6.0
ATL,MIL,1,0,5.0
IND,TOR,1,0,5.0
NOH,DAL,1,1,5.0
BOS,CHI,1,1,4.0
MEM,MIN,1,0,4.0
UTA,POR,1,1,4.0
MIA,CHI,1,1,4.0
BOS,ORL,1,1,4.0
CHI,NOH,1,1,4.0
WAS,TOR,1,1,3.0
DET,LAL,1,1,3.0
BOS,ATL,1,1,2.0
PHX,DAL,1,1,2.0
MIA,IND,1,1,2.0
DET,WAS,1,0,2.0
MIA,MIN,1,0,2.0
CHI,TOR,1,1,1.0
UTA,MIA,1,1,1.0
MIN,PHI,1,1,1.0
CLE,BOS,1,0,1.0
UTA,SAC,1,0,1.0
TOR,CHI,0,0,-1.0
NOH,SAC,0,0,-1.0
PHI,MIN,0,0,-1.0
UTA,SAC,0,1,-1.0
UTA,PHX,0,1,-2.0
NYK,BOS,0,0,-2.0
UTA,LAC,0,1,-2.0
NOH,HOU,0,0,-2.0
LAL,DET,0,0,-3.0
IND,PHI,0,1,-3.0
POR,DET,0,0,-3.0
POR,DAL,0,0,-3.0
UTA,DAL,0,1,-3.0
MEM,HOU,0,0,-4.0
UTA,SAS,0,1,-4.0
NOH,UTA,0,0,-4.0
MIN,OKC,0,1,-4.0
CHI,MIA,0,0,-4.0
MEM,POR,0,0,-4.0
DET,SAS,0,1,-4.0
TOR,CLE,0,1,-4.0
CHA,MIN,0,1,-5.0
NYK,CHI,0,0,-5.0
CHA,MEM,0,1,-5.0
CHI,IND,0,1,-5.0
LAL,HOU,0,1,-5.0
CHA,UTA,0,1,-6.0
PHI,NYK,0,0,-6.0
PHI,MIA,0,0,-6.0
HOU,SAS,0,0,-6.0
NOH,LAL,0,1,-6.0
CLE,IND,0,1,-6.0
SAC,ORL,0,1,-7.0
TOR,SAS,0,1,-7.0
BOS,DEN,0,0,-7.0
LAC,CLE,0,0,-7.0
CLE,TOR,0,1,-8.0
WAS,BOS,0,0,-8.0
WAS,HOU,0,1,-8.0
NOH,SAC,0,1,-8.0
MIL,DET,0,0,-8.0
NOH,PHI,0,1,-8.0
NOH,POR,0,1,-8.0
BOS,CHI,0,0,-9.0
TOR,ATL,0,0,-9.0
PHI,CHI,0,0,-9.0
DET,MIL,0,0,-9.0
MIA,MIL,0,1,-9.0
NOH,LAC,0,0,-9.0
DEN,HOU,0,1,-9.0
NOH,GSW,0,1,-9.0
MIL,BOS,0,1,-9.0
NJN,OKC,0,1,-10.0
MIN,IND,0,1,-10.0
NYK,CLE,0,0,-10.0
MEM,SAS,0,1,-10.0
WAS,CHI,0,1,-10.0
HOU,MEM,0,0,-10.0
DET,BOS,0,0,-11.0
NOH,TOR,0,1,-11.0
PHX,OKC,0,0,-11.0
CHI,NJN,0,1,-12.0
MIL,PHI,0,0,-12.0
LAL,PHX,0,0,-12.0
NOH,POR,0,0,-12.0
SAC,NJN,0,1,-12.0
CHA,BOS,0,1,-12.0
WAS,BOS,0,0,-12.0
UTA,BOS,0,0,-12.0
POR,MIN,0,0,-12.0
DET,CHI,0,0,-12.0
NOH,SAS,0,0,-12.0
BOS,TOR,0,0,-12.0
WAS,PHI,0,1,-13.0
UTA,PHI,0,0,-13.0
CHA,CLE,0,0,-13.0
MEM,POR,0,0,-13.0
MEM,SAS,0,0,-13.0
TOR,CHI,0,0,-13.0
CHA,NJN,0,0,-13.0
WAS,CHI,0,0,-14.0
UTA,OKC,0,1,-14.0
CLE,PHI,0,1,-15.0
HOU,OKC,0,0,-15.0
DET,UTA,0,0,-15.0
NOH,PHX,0,1,-15.0
CHA,DET,0,0,-15.0
MIL,PHX,0,0,-16.0
DET,MIL,0,1,-16.0
DEN,MIN,0,0,-17.0
UTA,GSW,0,0,-18.0
MEM,BOS,0,0,-18.0
HOU,TOR,0,0,-18.0
MIA,BOS,0,0,-19.0
IND,ORL,0,1,-19.0
CHA,ATL,0,1,-20.0
IND,CHI,0,0,-20.0
CLE,POR,0,0,-20.0
PHI,TOR,0,1,-21.0
PHI,WAS,0,0,-21.0
NJN,CHI,0,1,-21.0
DET,PHI,0,0,-21.0
WAS,MIN,0,1,-21.0
SAC,POR,0,0,-22.0
NOH,ATL,0,1,-22.0
DET,MIA,0,0,-23.0
GSW,IND,0,0,-24.0
UTA,OKC,0,0,-26.0
DET,NYK,0,0,-27.0
CHA,WAS,0,1,-28.0
CHA,SAS,0,0,-30.0
CHA,NYK,0,1,-33.0
NOH,POR,1,1,36.0
CHI,CHA,1,0,30.0
UTA,CHA,1,1,30.0
MIN,NOH,1,1,29.0
LAC,MEM,1,0,26.0
LAC,MIL,1,0,26.0
MIA,DET,1,1,22.0
BOS,LAL,1,1,21.0
BKN,PHI,1,1,21.0
LAC,CHI,1,1,21.0
NOH,MIL,1,1,21.0
IND,PHI,1,0,19.0
DEN,NOH,1,1,18.0
BKN,POR,1,0,18.0
OKC,PHX,1,1,18.0
BOS,SAC,1,1,18.0
OKC,MEM,1,1,17.0
DEN,ATL,1,1,16.0
MIA,MIN,1,0,16.0
ORL,DET,1,1,16.0
IND,CLE,1,1,15.0
MEM,MIN,1,1,15.0
DAL,PHX,1,1,15.0
ORL,PHI,1,0,14.0
UTA,MIL,1,1,14.0
OKC,POR,1,1,14.0
LAC,MIN,1,0,13.0
LAC,ATL,1,1,13.0
BKN,POR,1,1,13.0
BKN,CLE,1,1,13.0
ORL,DEN,1,1,13.0
WAS,MEM,1,1,13.0
OKC,PHX,1,0,12.0
CLE,MIL,1,0,12.0
HOU,NOH,1,1,12.0
LAC,DET,1,0,12.0
DEN,GSW,1,1,11.0
SAS,SAC,1,0,11.0
DEN,LAL,1,1,11.0
CLE,TOR,1,1,11.0
OKC,IND,1,1,11.0
ATL,UTA,1,0,11.0
CHI,BOS,1,1,11.0
SAS,PHX,1,0,10.0
MEM,NYK,1,1,10.0
SAS,WAS,1,1,10.0
GSW,CLE,1,1,10.0
MIN,BOS,1,1,10.0
BKN,NOH,1,1,10.0
BKN,LAC,1,1,10.0
IND,CLE,1,0,10.0
NOH,HOU,1,1,9.0
ORL,CHA,1,0,9.0
BKN,SAC,1,0,9.0
OKC,SAC,1,1,9.0
MEM,UTA,1,1,9.0
BKN,CHA,1,1,9.0
ATL,ORL,1,1,9.0
MEM,DEN,1,1,9.0
LAL,CHI,1,1,9.0
LAC,MEM,1,1,9.0
UTA,LAL,1,1,9.0
CHI,NOH,1,0,9.0
OKC,ORL,1,0,8.0
DEN,MIL,1,1,8.0
MIL,TOR,1,1,8.0
PHI,CHA,1,1,8.0
ORL,PHX,1,0,8.0
DAL,LAL,1,0,8.0
MIN,OKC,1,1,8.0
IND,WAS,1,1,8.0
CHI,NYK,1,0,7.0
LAC,WAS,1,1,7.0
MIN,PHI,1,1,7.0
SAS,GSW,1,1,7.0
CHI,MIA,1,0,7.0
NOH,SAS,1,1,7.0
WAS,NOH,1,0,7.0
NOH,CHI,1,0,7.0
TOR,NOH,1,0,7.0
OKC,DAL,1,0,6.0
MEM,DAL,1,1,6.0
LAL,NYK,1,1,6.0
OKC,CHI,1,0,6.0
DEN,GSW,1,0,6.0
ORL,POR,1,1,6.0
UTA,MEM,1,1,6.0
GSW,SAS,1,1,6.0
MIL,BOS,1,0,5.0
DAL,HOU,1,1,5.0
MIA,SAS,1,1,5.0
CLE,NOH,1,1,5.0
DEN,MEM,1,0,5.0
IND,NYK,1,1,5.0
ORL,WAS,1,1,5.0
DAL,SAC,1,0,5.0
PHX,LAC,1,1,5.0
MIN,PHX,1,1,4.0
BKN,CHI,1,1,4.0
SAC,CHA,1,0,4.0
OKC,NOH,1,1,4.0
BOS,MIL,1,0,4.0
MIA,PHI,1,0,4.0
CHI,UTA,1,0,4.0
CHI,DET,1,0,4.0
MIL,CLE,1,0,4.0
GSW,ATL,1,1,4.0
MEM,HOU,1,0,4.0
CLE,CHI,1,0,3.0
UTA,DET,1,0,3.0
BOS,MIA,1,1,2.0
WAS,POR,1,1,2.0
BOS,CHI,1,1,2.0
GSW,PHX,1,0,2.0
LAL,MEM,1,1,2.0
PHX,MEM,1,1,2.0
IND,TOR,1,0,2.0
CHI,ORL,1,0,2.0
MIN,NOH,1,1,2.0
NOH,UTA,1,1,2.0
SAS,OKC,1,1,2.0
UTA,BKN,1,0,2.0
BOS,CLE,1,0,1.0
PHX,MIN,1,1,1.0
SAS,DAL,1,1,1.0
PHI,POR,1,1,1.0
SAS,CLE,1,0,1.0
NOH,BOS,1,1,1.0
CHA,MIN,1,1,1.0
SAC,WAS,1,1,1.0
CHI,BOS,1,0,1.0
MIN,PHX,0,0,-1.0
TOR,CLE,0,1,-1.0
DET,LAL,0,1,-1.0
CLE,MIA,0,1,-1.0
CHI,MIL,0,1,-1.0
DET,BKN,0,0,-2.0
ATL,SAS,0,0,-2.0
DEN,UTA,0,0,-2.0
MIA,BOS,0,0,-2.0
MIN,CHA,0,1,-2.0
BKN,CHI,0,1,-2.0
NOH,MIN,0,0,-2.0
DAL,PHI,0,0,-2.0
IND,MIN,0,0,-2.0
IND,TOR,0,1,-2.0
DEN,MIA,0,0,-3.0
IND,CHI,0,0,-3.0
CLE,SAC,0,1,-3.0
PHX,POR,0,0,-3.0
MIN,LAL,0,1,-3.0
LAC,IND,0,1,-3.0
PHX,GSW,0,1,-4.0
NOH,BKN,0,1,-4.0
MIN,UTA,0,1,-4.0
CHA,SAC,0,1,-4.0
CHI,WAS,0,0,-4.0
NOH,DAL,0,1,-4.0
WAS,CLE,0,0,-5.0
POR,MEM,0,1,-5.0
MIL,ATL,0,1,-5.0
TOR,DAL,0,0,-5.0
OKC,GSW,0,0,-5.0
MIN,POR,0,1,-5.0
IND,BKN,0,1,-5.0
BOS,MIL,0,1,-5.0
MIN,LAC,0,1,-6.0
OKC,MIA,0,0,-6.0
TOR,CHA,0,0,-6.0
TOR,WAS,0,1,-6.0
CHI,OKC,0,1,-6.0
ORL,MIL,0,0,-6.0
DEN,NYK,0,0,-6.0
ORL,MEM,0,0,-6.0
PHI,PHX,0,0,-6.0
OKC,MIN,0,0,-6.0
CHA,LAC,0,1,-6.0
MIA,CHI,0,1,-7.0
MIL,MIA,0,0,-7.0
GSW,SAC,0,1,-7.0
UTA,HOU,0,0,-7.0
CLE,DEN,0,0,-7.0
DET,PHI,0,0,-7.0
NOH,TOR,0,1,-7.0
DET,DEN,0,1,-7.0
WAS,UTA,0,1,-7.0
PHI,GSW,0,0,-7.0
MIL,SAS,0,1,-7.0
CLE,PHI,0,0,-7.0
PHI,BOS,0,1,-8.0
CLE,MIN,0,1,-8.0
NOH,LAL,0,0,-8.0
PHI,ORL,0,0,-8.0
ORL,OKC,0,1,-8.0
PHX,ORL,0,1,-8.0
MIN,ATL,0,0,-8.0
DET,GSW,0,0,-8.0
OKC,MIN,0,0,-8.0
GSW,BOS,0,0,-8.0
WAS,MEM,0,0,-9.0
ORL,MIL,0,0,-9.0
PHX,MIA,0,1,-9.0
UTA,MEM,0,0,-9.0
IND,ATL,0,0,-9.0
WAS,TOR,0,0,-10.0
ORL,NYK,0,1,-10.0
HOU,LAC,0,0,-10.0
UTA,SAS,0,0,-10.0
MIL,MEM,0,0,-10.0
LAL,MIL,0,0,-10.0
MEM,PHI,0,1,-10.0
MIL,MIN,0,0,-10.0
CLE,CHI,0,1,-10.0
CLE,IND,0,1,-10.0
NYK,MEM,0,0,-10.0
NOH,BKN,0,0,-10.0
HOU,POR,0,1,-10.0
GSW,OKC,0,0,-10.0
BOS,DAL,0,0,-10.0
SAC,PHX,0,1,-10.0
BOS,MIL,0,1,-11.0
MEM,ATL,0,0,-11.0
MIN,GSW,0,0,-11.0
DET,POR,0,0,-11.0
PHX,MEM,0,1,-11.0
MIL,SAS,0,0,-11.0
UTA,LAC,0,0,-11.0
ATL,PHI,0,1,-11.0
BOS,CHI,0,0,-11.0
BKN,CHI,0,0,-11.0
NOH,HOU,0,0,-12.0
PHX,LAL,0,0,-12.0
ORL,NYK,0,0,-12.0
NOH,UTA,0,1,-12.0
MIL,WAS,0,1,-12.0
CLE,BOS,0,0,-12.0
CHA,MIA,0,1,-13.0
MIA,IND,0,0,-13.0
NOH,TOR,0,0,-13.0
MIN,MEM,0,1,-13.0
UTA,MEM,0,1,-13.0
ATL,BKN,0,1,-13.0
CLE,PHI,0,0,-14.0
IND,MIL,0,0,-14.0
GSW,UTA,0,0,-14.0
LAC,DEN,0,0,-14.0
MIL,NYK,0,1,-14.0
ORL,DAL,0,0,-15.0
BKN,WAS,0,0,-15.0
OKC,UTA,0,0,-15.0
DET,DAL,0,0,-15.0
MIL,IND,0,0,-15.0
CLE,LAC,0,1,-16.0
WAS,CHA,0,0,-16.0
MIN,MIA,0,1,-16.0
CHA,WAS,0,0,-17.0
CHI,ATL,0,0,-17.0
PHI,MIN,0,1,-17.0
DET,TOR,0,1,-17.0
ATL,MIA,0,0,-17.0
PHI,DET,0,1,-18.0
BOS,GSW,0,0,-18.0
NOH,MIA,0,1,-19.0
DET,NOH,0,1,-19.0
BKN,MIA,0,1,-20.0
PHX,GSW,0,0,-20.0
TOR,MEM,0,0,-21.0
DAL,DEN,0,1,-21.0
WAS,NYK,0,0,-21.0
LAL,BOS,0,0,-21.0
PHX,ORL,0,0,-21.0
ATL,GSW,0,1,-22.0
DAL,LAC,0,0,-22.0
BKN,DEN,0,0,-22.0
POR,DAL,0,0,-23.0
LAL,PHX,0,0,-23.0
UTA,OKC,0,0,-23.0
WAS,OKC,0,0,-23.0
MIN,DEN,0,0,-23.0
DEN,NOH,0,0,-24.0
CHA,IND,0,0,-24.0
LAC,SAS,0,1,-26.0
GSW,LAC,0,0,-26.0
POR,PHX,0,0,-27.0
NYK,GSW,0,0,-29.0
ORL,WAS,0,0,-29.0
ORL,IND,0,1,-29.0
CHA,UTA,0,0,-30.0
CHA,MIA,0,0,-32.0
ORL,BOS,0,1,-32.0
SAC,MEM,0,1,-32.0
NYK,IND,0,0,-34.0
ORL,TOR,0,1,-35.0
DAL,SAS,0,0,-38.0
UTA,HOU,0,1,-45.0
DEN,HOU,1,0,29.0
IND,POR,1,0,24.0
CLE,PHI,1,1,24.0
WAS,DET,1,1,21.0
IND,CHI,1,0,19.0
PHX,LAL,1,1,17.0
ATL,ORL,1,1,16.0
WAS,DET,1,1,14.0
MEM,SAC,1,0,14.0
DET,ATL,1,1,14.0
PHI,DET,1,1,14.0
WAS,IND,1,1,13.0
DEN,DET,1,0,13.0
MEM,CHI,1,1,11.0
NYK,DET,1,1,10.0
MIL,CHA,1,0,10.0
CHA,ORL,1,1,10.0
BKN,IND,1,1,10.0
MIL,CHI,1,0,10.0
PHI,BOS,1,0,10.0
DEN,ORL,1,1,10.0
ORL,DET,1,1,9.0
BKN,IND,1,0,9.0
IND,GSW,1,0,9.0
NOP,DAL,1,1,9.0
PHI,BOS,1,1,8.0
ATL,DET,1,1,8.0
MIN,SAS,1,1,8.0
PHI,SAC,1,0,8.0
ORL,WAS,1,0,7.0
IND,HOU,1,1,7.0
LAL,OKC,1,1,7.0
BKN,WAS,1,1,7.0
LAL,DET,1,1,6.0
NYK,TOR,1,1,6.0
BOS,IND,1,1,6.0
BOS,IND,1,0,5.0
MIN,UTA,1,0,5.0
MEM,NOP,1,1,5.0
MIA,SAS,1,1,5.0
DAL,LAL,1,1,5.0
PHX,TOR,1,0,4.0
WAS,UTA,1,0,4.0
BKN,POR,1,0,4.0
MIL,PHI,1,0,4.0
WAS,LAL,1,0,3.0
CLE,NYK,1,1,3.0
MEM,POR,1,0,2.0
SAS,NOP,1,0,2.0
WAS,LAC,1,1,2.0
LAL,MEM,1,0,2.0
PHI,LAL,1,1,1.0
LAL,BOS,1,0,1.0
WAS,IND,1,0,1.0
WAS,BOS,0,0,-1.0
BOS,IND,0,0,-1.0
CLE,SAC,0,0,-2.0
NOP,SAS,0,1,-2.0
NOP,PHI,0,0,-2.0
NOP,IND,0,1,-2.0
LAL,GSW,0,1,-2.0
SAS,DEN,0,0,-2.0
NYK,CLE,0,0,-3.0
DET,CHA,0,1,-3.0
NOP,SAS,0,0,-3.0
MIA,IND,0,1,-3.0
SAS,OKC,0,0,-3.0
CHI,ORL,0,0,-4.0
SAS,HOU,0,1,-4.0
DAL,PHX,0,0,-4.0
CHI,WAS,0,1,-4.0
MIN,TOR,0,1,-5.0
DAL,PHX,0,1,-6.0
OKC,IND,0,0,-6.0
SAC,CHA,0,0,-6.0
CLE,LAL,0,1,-7.0
LAL,LAC,0,1,-7.0
IND,LAL,0,1,-7.0
MIL,LAL,0,1,-7.0
IND,CHI,0,1,-8.0
LAL,PHI,0,1,-8.0
SAC,HOU,0,0,-8.0
CHA,LAL,0,1,-8.0
IND,BKN,0,1,-9.0
NOP,SAC,0,1,-9.0
OKC,DAL,0,0,-9.0
ORL,CHA,0,0,-10.0
SAC,MIN,0,0,-10.0
NOP,DET,0,0,-11.0
IND,SAC,0,1,-11.0
IND,LAC,0,1,-11.0
MIN,MEM,0,1,-11.0
SAC,WAS,0,1,-12.0
DET,UTA,0,0,-12.0
NOP,LAL,0,1,-12.0
NYK,OKC,0,1,-12.0
ATL,IND,0,1,-12.0
HOU,DET,0,1,-13.0
DEN,BOS,0,0,-13.0
PHI,BKN,0,0,-13.0
BOS,WAS,0,0,-13.0
MEM,LAL,0,1,-14.0
TOR,BOS,0,0,-14.0
MIA,ATL,0,1,-14.0
HOU,UTA,0,0,-15.0
DET,POR,0,0,-15.0
GSW,NYK,0,1,-15.0
CHA,MEM,0,1,-15.0
PHI,DET,0,0,-15.0
LAC,DAL,0,0,-16.0
IND,CHI,0,1,-16.0
OKC,SAC,0,0,-16.0
MEM,UTA,0,0,-16.0
GSW,BKN,0,1,-17.0
NOP,LAL,0,0,-17.0
LAC,UTA,0,1,-18.0
DAL,PHI,0,1,-18.0
WAS,NYK,0,1,-18.0
WAS,NYK,0,0,-18.0
MEM,IND,0,0,-18.0
DET,NYK,0,1,-19.0
DAL,UTA,0,0,-19.0
MEM,BOS,0,0,-19.0
MEM,LAC,0,1,-20.0
MIA,PHX,0,0,-20.0
OKC,GSW,0,0,-21.0
DET,WAS,0,0,-21.0
MEM,POR,0,1,-21.0
NYK,CHA,0,0,-21.0
ATL,UTA,0,1,-21.0
OKC,DAL,0,1,-21.0
SAC,UTA,0,1,-22.0
HOU,MIA,0,0,-22.0
WAS,CHA,0,0,-22.0
DAL,TOR,0,0,-23.0
CHA,LAC,0,1,-23.0
DET,POR,0,1,-23.0
HOU,GSW,0,1,-26.0
GSW,LAC,0,0,-26.0
DET,GSW,0,0,-27.0
MIA,IND,0,1,-27.0
WAS,PHX,0,0,-28.0
ORL,MIN,0,1,-32.0
MIN,CHA,0,1,-33.0
ORL,BKN,0,0,-37.0
OKC,GSW,0,0,-39.0
POR,DAL,0,1,-40.0
DET,NYK,0,1,-44.0
TOR,BOS,1,0,32.0
MEM,DET,1,1,30.0
WAS,MEM,1,1,28.0
NOP,HOU,1,1,25.0
SAC,OKC,1,0,21.0
IND,NYK,1,1,20.0
PHI,HOU,1,0,20.0
DEN,BKN,1,1,20.0
CLE,DAL,1,0,18.0
PHX,LAC,1,1,17.0
CHA,BKN,1,0,16.0
BOS,TOR,1,1,16.0
PHI,NYK,1,0,16.0
MIA,NOP,1,0,15.0
BOS,PHX,1,1,15.0
NYK,MIL,1,0,15.0
MIA,WAS,1,1,15.0
BKN,WAS,1,1,14.0
CHI,ATL,1,1,14.0
