season_year,game_id,game_date,win_home,team_id_home,team_id_away,team_home,team_away,fgm_home,fgm_away,fga_home,fga_away,fg3m_home,fg3m_away,fg3a_home,fg3a_away,ftm_home,ftm_away,fta_home,fta_away,oreb_home,oreb_away,dreb_home,dreb_away,ast_home,ast_away,tov_home,tov_away,stl_home,stl_away,blk_home,blk_away,blka_home,blka_away,pts_home,pts_away,plus_minus_home,plus_minus_away
2022,22201223,1680998400,1,1610612741,1610612765,CHI,DET,40,31,95,85,6,9,30,33,17,10,22,13,11,15,37,44,21,20,4.0,25.0,15,1,7,3,3,7,103,81,22.0,-22.0
2022,22201221,1680998400,1,1610612761,1610612749,TOR,MIL,48,38,95,82,11,12,33,34,14,17,16,21,7,7,38,31,29,28,9.0,14.0,8,5,2,2,2,2,121,105,16.0,-16.0
2022,22201217,1680998400,0,1610612751,1610612755,BKN,PHI,35,53,83,101,12,14,32,32,23,14,28,19,10,13,32,37,22,31,19.0,13.0,6,10,6,5,5,6,105,134,-29.0,29.0
2022,22201227,1680998400,1,1610612743,1610612758,DEN,SAC,42,37,84,85,7,11,28,43,18,10,25,15,15,10,36,24,25,24,20.0,15.0,11,7,2,6,6,2,109,95,14.0,-14.0
2022,22201219,1680998400,1,1610612748,1610612753,MIA,ORL,45,38,83,90,18,17,44,47,15,17,20,24,7,13,37,30,30,29,18.0,14.0,10,13,3,1,1,3,123,110,13.0,-13.0
2022,22201222,1680998400,0,1610612764,1610612745,WAS,HOU,41,44,97,90,14,6,45,21,13,20,21,28,14,13,37,38,28,24,13.0,15.0,11,8,5,6,6,5,109,114,-5.0,5.0
2022,22201216,1680998400,1,1610612738,1610612737,BOS,ATL,42,44,89,97,25,11,54,39,11,15,14,19,12,16,35,34,33,27,15.0,9.0,5,11,3,5,5,3,120,114,6.0,-6.0
2022,22201218,1680998400,0,1610612739,1610612766,CLE,CHA,35,37,89,81,10,6,37,32,15,26,16,30,11,10,33,39,27,23,16.0,19.0,9,8,5,5,5,5,95,106,-11.0,11.0
2022,22201226,1680998400,1,1610612760,1610612763,OKC,MEM,45,40,90,92,12,7,36,37,13,13,16,18,8,11,41,32,30,25,16.0,12.0,5,8,2,4,4,2,115,100,15.0,-15.0
2022,22201220,1680998400,0,1610612752,1610612754,NYK,IND,52,46,108,89,15,19,40,34,17,30,22,38,19,8,34,36,29,33,15.0,15.0,8,8,8,9,9,8,136,141,-5.0,5.0
2022,22201224,1680998400,0,1610612742,1610612759,DAL,SAS,46,51,108,104,17,15,53,38,8,21,16,30,8,13,38,56,28,31,4.0,12.0,4,2,3,3,3,3,117,138,-21.0,21.0
2022,22201225,1680998400,1,1610612750,1610612740,MIN,NOP,39,40,82,90,13,3,36,21,22,25,31,29,8,11,34,38,25,18,17.0,15.0,7,13,8,3,3,8,113,108,5.0,-5.0
2022,22201230,1680998400,0,1610612757,1610612744,POR,GSW,38,58,95,96,9,27,35,49,16,14,24,16,6,9,24,49,25,47,14.0,16.0,5,13,3,6,6,3,101,157,-56.0,56.0
2022,22201229,1680998400,0,1610612756,1610612746,PHX,LAC,42,49,99,100,14,5,37,23,16,16,22,24,12,14,35,39,29,22,7.0,10.0,4,3,3,5,5,3,114,119,-5.0,5.0
2022,22201228,1680998400,1,1610612747,1610612762,LAL,UTA,47,51,97,101,18,10,45,35,16,5,21,6,10,7,39,38,28,31,11.0,11.0,4,4,7,4,4,7,128,117,11.0,-11.0
2022,22201215,1680912000,1,1610612746,1610612757,LAC,POR,49,47,93,89,12,14,35,32,26,17,30,23,13,7,38,27,30,32,12.0,10.0,7,8,5,4,4,5,136,125,11.0,-11.0
2022,22201214,1680912000,0,1610612759,1610612750,SAS,MIN,50,56,95,101,13,24,29,43,18,15,24,21,10,11,35,34,34,42,13.0,7.0,5,8,4,8,8,4,131,151,-20.0,20.0
2022,22201213,1680912000,1,1610612762,1610612743,UTA,DEN,44,41,100,90,11,15,35,46,19,17,23,24,17,5,42,36,30,32,16.0,14.0,9,7,2,9,9,2,118,114,4.0,-4.0
2022,22201207,1680825600,1,1610612751,1610612753,BKN,ORL,35,31,89,87,9,7,42,38,22,15,25,17,10,15,35,42,27,17,10.0,21.0,14,6,3,6,6,3,101,84,17.0,-17.0
2022,22201205,1680825600,0,1610612737,1610612755,ATL,PHI,51,51,92,102,10,11,33,22,19,23,28,29,4,13,34,39,32,33,21.0,20.0,11,10,7,2,2,7,131,136,-5.0,5.0
2022,22201203,1680825600,0,1610612754,1610612765,IND,DET,41,44,83,90,11,13,31,31,22,21,28,26,9,10,33,32,29,24,19.0,13.0,7,12,3,6,6,3,115,122,-7.0,7.0
2022,22201204,1680825600,1,1610612764,1610612748,WAS,MIA,39,43,84,98,7,15,33,47,29,7,37,12,12,14,38,33,23,26,17.0,16.0,4,7,3,4,4,3,114,108,6.0,-6.0
2022,22201208,1680825600,0,1610612749,1610612763,MIL,MEM,42,53,92,93,21,20,49,42,9,11,11,15,11,11,27,33,30,39,19.0,12.0,5,9,3,6,6,3,114,137,-23.0,23.0
